,year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,City_State,City
53188,2018,9,MQ,Envoy Air,MCI,"Kansas City, MO: Kansas City International",117,23,3.84,0.96,9.3,0,8.9,4,0,952,158,98,274,0,422,"Kansas City, MO",Kansas City
53193,2018,9,MQ,Envoy Air,MIA,"Miami, FL: Miami International",889,108,42.86,6.63,25.26,0,33.25,18,2,6413,3153,287,741,0,2232,"Miami, FL",Miami
53199,2018,9,MQ,Envoy Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Minneapolis, MN",Minneapolis
53200,2018,9,MQ,Envoy Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",58,9,2.93,1.11,3.44,0,1.53,1,0,501,224,51,137,0,89,"New Orleans, LA",New Orleans
53204,2018,9,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",5408,742,144.36,43.41,283.79,1.49,268.95,167,7,56983,13754,5450,21474,78,16227,"Chicago, IL",Chicago
53207,2018,9,MQ,Envoy Air,PHL,"Philadelphia, PA: Philadelphia International",55,17,1.74,0.79,5.17,0,9.29,2,0,1119,76,46,336,0,661,"Philadelphia, PA",Philadelphia
53209,2018,9,MQ,Envoy Air,PIT,"Pittsburgh, PA: Pittsburgh International",402,66,11.42,2.91,18.26,0,33.41,11,0,3831,688,223,881,0,2039,"Pittsburgh, PA",Pittsburgh
53213,2018,9,MQ,Envoy Air,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",190,40,12.17,0,13.77,0,14.06,24,1,1988,686,0,546,0,756,"Raleigh/Durham, NC",Raleigh/Durham
53219,2018,9,MQ,Envoy Air,SAT,"San Antonio, TX: San Antonio International",5,2,0,0.54,1.46,0,0,0,0,65,0,27,38,0,0,"San Antonio, TX",San Antonio
53227,2018,9,MQ,Envoy Air,STL,"St. Louis, MO: St Louis Lambert International",85,16,1.46,0.14,5.42,0,8.97,4,0,836,40,4,249,0,543,"St. Louis, MO",St. Louis
53240,2018,9,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",693,114,27.85,5.08,63.5,0,17.56,2,1,7633,2472,191,3148,0,1822,"Atlanta, GA",Atlanta
53243,2018,9,NK,Spirit Air Lines,BOS,"Boston, MA: Logan International",365,95,15.36,1.72,71.01,0,6.9,3,1,5972,847,73,4615,0,437,"Boston, MA",Boston
53245,2018,9,NK,Spirit Air Lines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",675,110,27.33,6.14,55.65,0,20.88,7,3,8795,3407,308,3451,0,1629,"Baltimore, MD",Baltimore
53247,2018,9,NK,Spirit Air Lines,CLE,"Cleveland, OH: Cleveland-Hopkins International",254,20,4.94,2,6.85,0,6.21,3,0,2342,468,107,751,0,1016,"Cleveland, OH",Cleveland
53248,2018,9,NK,Spirit Air Lines,CMH,"Columbus, OH: John Glenn Columbus International",122,14,4.99,1.76,1.32,0,5.93,2,0,1022,737,43,26,0,216,"Columbus, OH",Columbus
53250,2018,9,NK,Spirit Air Lines,DEN,"Denver, CO: Denver International",287,41,10.04,3.4,19.96,0,7.59,0,1,2590,671,459,1098,0,362,"Denver, CO",Denver
53251,2018,9,NK,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",688,120,17.55,3.17,70.21,0.41,28.66,2,5,10373,2514,196,5322,33,2308,"Dallas/Fort Worth, TX",Dallas/Fort Worth
53252,2018,9,NK,Spirit Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",770,90,17.72,1.1,47.54,0,23.64,4,0,6476,1297,106,2684,0,2389,"Detroit, MI",Detroit
53253,2018,9,NK,Spirit Air Lines,EWR,"Newark, NJ: Newark Liberty International",297,83,5.54,1.23,69.83,0,6.41,2,0,6025,364,106,4908,0,647,"Newark, NJ",Newark
53254,2018,9,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1383,194,37.31,3.39,110.15,0.18,42.97,6,0,16460,3287,217,7975,12,4969,"Fort Lauderdale, FL",Fort Lauderdale
53257,2018,9,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",577,113,24.6,6.29,54.14,0,27.97,1,1,9816,2590,305,3133,0,3788,"Houston, TX",Houston
53258,2018,9,NK,Spirit Air Lines,LAS,"Las Vegas, NV: McCarran International",1341,189,37.87,9.19,98.49,0,43.44,6,2,15521,4599,559,5500,0,4863,"Las Vegas, NV",Las Vegas
53259,2018,9,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",654,74,14.33,2.69,36.77,0.23,19.97,1,1,4426,691,280,2059,17,1379,"Los Angeles, CA",Los Angeles
53261,2018,9,NK,Spirit Air Lines,LGA,"New York, NY: LaGuardia",330,82,6.81,1.99,70.02,0,3.18,9,2,5340,343,40,4828,0,129,"New York, NY",New York
53262,2018,9,NK,Spirit Air Lines,MCI,"Kansas City, MO: Kansas City International",115,7,1.61,0,2.27,0.19,2.93,0,0,403,30,0,80,11,282,"Kansas City, MO",Kansas City
53263,2018,9,NK,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",1078,122,27.45,6.05,66.19,0,22.31,0,1,9001,1460,297,3456,0,3788,"Orlando, FL",Orlando
53264,2018,9,NK,Spirit Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",309,34,3.35,1.04,16.01,0,13.6,3,1,2340,172,97,851,0,1220,"Minneapolis, MN",Minneapolis
53265,2018,9,NK,Spirit Air Lines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",438,60,16.22,0.53,27.49,0,15.76,0,1,4321,1015,45,1102,0,2159,"New Orleans, LA",New Orleans
53267,2018,9,NK,Spirit Air Lines,OAK,"Oakland, CA: Metropolitan Oakland International",252,26,5.61,1.01,11.96,0.22,7.2,1,0,3783,346,139,2729,22,547,"Oakland, CA",Oakland
53268,2018,9,NK,Spirit Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",737,135,11.15,3.56,91.22,1.13,27.95,13,4,13370,942,283,6885,164,5096,"Chicago, IL",Chicago
53270,2018,9,NK,Spirit Air Lines,PDX,"Portland, OR: Portland International",84,14,3.26,0,7.77,0.09,2.88,0,0,1107,182,0,385,16,524,"Portland, OR",Portland
53271,2018,9,NK,Spirit Air Lines,PHL,"Philadelphia, PA: Philadelphia International",247,38,9.69,3.05,18.41,0,6.85,4,0,2723,448,148,1726,0,401,"Philadelphia, PA",Philadelphia
53272,2018,9,NK,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",30,4,0.88,0,2.14,0,0.98,0,0,270,35,0,171,0,64,"Phoenix, AZ",Phoenix
53273,2018,9,NK,Spirit Air Lines,PIT,"Pittsburgh, PA: Pittsburgh International",160,23,7.22,1.96,8.87,0,4.95,4,0,1268,326,57,475,0,410,"Pittsburgh, PA",Pittsburgh
53275,2018,9,NK,Spirit Air Lines,RSW,"Fort Myers, FL: Southwest Florida International",109,6,1.44,0.03,3.53,0,1,0,0,223,102,1,105,0,15,"Fort Myers, FL",Fort Myers
53276,2018,9,NK,Spirit Air Lines,SAN,"San Diego, CA: San Diego International",171,22,1.85,0,12.64,0,7.5,1,0,1910,100,0,1152,0,658,"San Diego, CA",San Diego
53277,2018,9,NK,Spirit Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",135,33,2.65,0.05,24.69,1,4.61,1,0,1689,178,9,1092,37,373,"Seattle, WA",Seattle
53280,2018,9,NK,Spirit Air Lines,TPA,"Tampa, FL: Tampa International",374,47,10.02,0.17,27.91,0,8.9,0,0,3860,1815,5,1046,0,994,"Tampa, FL",Tampa
53284,2018,9,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",102,23,5.75,3.5,9.26,0,4.5,3,0,2149,1105,364,495,0,185,"Atlanta, GA",Atlanta
53290,2018,9,OH,PSA Airlines Inc.,BNA,"Nashville, TN: Nashville International",112,24,5.96,3.21,6.2,0,8.63,3,0,1505,279,157,227,0,842,"Nashville, TN",Nashville
53293,2018,9,OH,PSA Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",25,5,0.56,0,0.2,0,4.24,1,0,183,23,0,10,0,150,"Baltimore, MD",Baltimore
53300,2018,9,OH,PSA Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",147,22,5.43,2,8.75,0,5.83,5,0,943,257,75,224,0,387,"Cleveland, OH",Cleveland
53301,2018,9,OH,PSA Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",8007,1065,211.44,31.97,359.61,1.55,460.42,525,25,69125,17213,2694,15243,79,33896,"Charlotte, NC",Charlotte
53302,2018,9,OH,PSA Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",112,28,5.8,1.34,5.71,0,15.15,4,0,1775,452,44,206,0,1073,"Columbus, OH",Columbus
53304,2018,9,OH,PSA Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",452,82,16.27,3.97,18.45,0.21,43.1,8,0,5254,708,211,804,23,3508,"Cincinnati, OH",Cincinnati
53307,2018,9,OH,PSA Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",1934,391,88.94,12.96,112.01,0.17,176.92,54,15,29517,6043,748,6002,26,16698,"Washington, DC",Washington
53309,2018,9,OH,PSA Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",112,12,3.24,0.28,2.5,0,5.99,3,0,350,127,8,67,0,148,"Detroit, MI",Detroit
53323,2018,9,OH,PSA Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",144,16,3.17,2.08,4.79,0,5.96,5,0,725,72,142,144,0,367,"Washington, DC",Washington
53325,2018,9,OH,PSA Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",129,16,7.34,1.62,3.15,0,3.89,4,0,1014,438,157,94,0,325,"Indianapolis, IN",Indianapolis
53329,2018,9,OH,PSA Airlines Inc.,LGA,"New York, NY: LaGuardia",149,31,6.34,0,16.39,0,8.27,7,2,1660,226,0,763,0,671,"New York, NY",New York
53336,2018,9,OH,PSA Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",94,14,2.04,2.38,2.23,0,7.36,3,0,879,79,270,87,0,443,"Milwaukee, WI",Milwaukee
53340,2018,9,OH,PSA Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",5,3,0,0.8,0.3,0,1.91,0,0,211,0,38,10,0,163,"New Orleans, LA",New Orleans
53345,2018,9,OH,PSA Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",197,25,7.02,1.33,9.42,0,7.23,5,1,2246,698,38,527,0,983,"Chicago, IL",Chicago
53349,2018,9,OH,PSA Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",1164,228,48.79,5.65,100.85,0.36,72.35,35,4,16277,3088,507,6333,15,6334,"Philadelphia, PA",Philadelphia
53351,2018,9,OH,PSA Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",111,15,7.03,0,2.23,0,5.74,6,0,892,440,0,61,0,391,"Pittsburgh, PA",Pittsburgh
53356,2018,9,OH,PSA Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",108,24,3.27,0.72,6.33,0,13.68,12,0,1516,201,157,215,0,943,"Raleigh/Durham, NC",Raleigh/Durham
53360,2018,9,OH,PSA Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",24,3,2.94,0,0.06,0,0,1,0,89,88,0,1,0,0,"San Antonio, TX",San Antonio
53365,2018,9,OH,PSA Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",170,23,3.47,0,8.54,0,10.99,4,0,1165,113,0,339,0,713,"St. Louis, MO",St. Louis
53383,2018,9,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1832,315,67.61,21.07,94.52,0,131.81,39,4,22936,7527,1736,4217,0,9456,"Atlanta, GA",Atlanta
53385,2018,9,OO,SkyWest Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",236,33,9.98,0,12.18,0,10.84,0,0,1568,640,0,354,0,574,"Austin, TX",Austin
53397,2018,9,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",666,169,39.13,5.97,51.36,0,72.54,7,1,13837,3480,1588,2961,0,5808,"Nashville, TN",Nashville
53399,2018,9,OO,SkyWest Airlines Inc.,BOS,"Boston, MA: Logan International",219,65,12.5,14.77,21.54,0,16.2,4,1,4116,656,1057,949,0,1454,"Boston, MA",Boston
53417,2018,9,OO,SkyWest Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",123,24,8.75,1.81,7.51,0,5.93,3,0,1018,389,201,223,0,205,"Cleveland, OH",Cleveland
53419,2018,9,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",213,53,13.21,1.77,25.43,0,12.59,6,3,3058,921,154,995,0,988,"Charlotte, NC",Charlotte
53420,2018,9,OO,SkyWest Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",170,19,3.89,1,6.2,0,7.91,3,1,1033,277,38,205,0,513,"Columbus, OH",Columbus
53428,2018,9,OO,SkyWest Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",485,99,33,1.08,14.57,0,50.35,3,2,11025,3402,214,929,0,6480,"Cincinnati, OH",Cincinnati
53429,2018,9,OO,SkyWest Airlines Inc.,DAL,"Dallas, TX: Dallas Love Field",363,82,13.42,0,44.83,0,23.75,4,5,4997,1228,0,1593,0,2176,"Dallas, TX",Dallas
53431,2018,9,OO,SkyWest Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",201,44,11.25,1.5,17.5,0,13.74,4,2,2770,804,328,794,0,844,"Washington, DC",Washington
53432,2018,9,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",4037,370,111.09,12.58,111.13,0,135.2,7,9,31041,17634,1063,3376,0,8968,"Denver, CO",Denver
53433,2018,9,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",646,140,28.69,5.45,57.76,0,48.1,11,14,13422,6095,392,2939,0,3996,"Dallas/Fort Worth, TX",Dallas/Fort Worth
53438,2018,9,OO,SkyWest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",3212,479,88.84,34.55,125.54,1,229.07,11,9,35298,11660,3834,4270,20,15514,"Detroit, MI",Detroit
53449,2018,9,OO,SkyWest Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",163,50,7.65,10.78,23.6,0,7.97,3,0,3327,473,1094,1043,0,717,"Newark, NJ",Newark
53475,2018,9,OO,SkyWest Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",177,25,8.8,1.72,4.72,0.2,9.56,2,0,2642,1486,254,141,3,758,"Washington, DC",Washington
53476,2018,9,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",470,124,27,3.27,62.76,0,30.96,0,3,7307,1752,344,2706,0,2505,"Houston, TX",Houston
53480,2018,9,OO,SkyWest Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",94,16,7.8,0.98,2.15,0,5.07,3,0,1047,540,265,71,0,171,"Indianapolis, IN",Indianapolis
53486,2018,9,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",204,72,8.05,12.39,30.19,0,21.38,2,1,6457,345,1532,2632,0,1948,"New York, NY",New York
53491,2018,9,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",221,22,5.42,1.14,5.14,0,10.3,0,1,1302,276,50,137,0,839,"Las Vegas, NV",Las Vegas
53492,2018,9,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2591,282,60.59,6.21,80.06,0.85,134.3,5,1,19112,8321,747,2212,55,7777,"Los Angeles, CA",Los Angeles
53497,2018,9,OO,SkyWest Airlines Inc.,LGA,"New York, NY: LaGuardia",894,241,24.57,47.3,89.31,0,79.83,15,12,20353,2981,5550,4797,0,7025,"New York, NY",New York
53507,2018,9,OO,SkyWest Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",179,30,8.86,0,4.93,0,16.21,2,0,1893,612,0,121,0,1160,"Kansas City, MO",Kansas City
53509,2018,9,OO,SkyWest Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",240,37,7.21,4.12,17.33,0,8.35,1,0,2258,446,400,807,0,605,"Chicago, IL",Chicago
53515,2018,9,OO,SkyWest Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",433,78,23.36,5.78,22.29,0,26.58,9,1,7008,1803,1078,1446,0,2681,"Milwaukee, WI",Milwaukee
53525,2018,9,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",3842,508,82.2,39.26,166.93,0,219.6,9,12,37225,9494,4728,7271,0,15732,"Minneapolis, MN",Minneapolis
53526,2018,9,OO,SkyWest Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",59,11,1.8,0.9,4.4,0,3.89,1,1,931,252,286,181,0,212,"New Orleans, LA",New Orleans
53530,2018,9,OO,SkyWest Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",29,1,0.07,0,0.83,0,0.1,0,0,30,2,0,25,0,3,"Oakland, CA",Oakland
53534,2018,9,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5919,1167,220.15,52.22,432.77,1,460.86,124,15,110534,35826,8503,31448,15,34742,"Chicago, IL",Chicago
53539,2018,9,OO,SkyWest Airlines Inc.,PDX,"Portland, OR: Portland International",440,61,8.04,1.65,19.9,0,31.41,3,0,2960,714,40,519,0,1687,"Portland, OR",Portland
53540,2018,9,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",823,54,13.42,0,16.5,0,24.08,2,0,2532,528,0,567,0,1437,"Phoenix, AZ",Phoenix
53544,2018,9,OO,SkyWest Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",254,38,5.62,2.17,9.09,0.82,20.3,3,0,2505,337,170,405,65,1528,"Pittsburgh, PA",Pittsburgh
53556,2018,9,OO,SkyWest Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",191,67,8.63,4.52,14.76,0,39.1,3,1,6912,709,1679,1129,0,3395,"Raleigh/Durham, NC",Raleigh/Durham
53566,2018,9,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",781,71,9.94,2,20.3,0,38.76,4,0,3782,924,118,562,0,2178,"San Diego, CA",San Diego
53567,2018,9,OO,SkyWest Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",199,25,12.12,2.72,6.6,0,3.56,0,3,1238,738,130,216,0,154,"San Antonio, TX",San Antonio
53574,2018,9,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",963,272,23.44,24.29,147.78,0,76.5,3,3,13236,1671,2162,5759,0,3644,"Seattle, WA",Seattle
53575,2018,9,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2631,432,52.72,4.57,238.54,0,136.17,44,8,32705,8160,1819,13446,0,9280,"San Francisco, CA",San Francisco
53581,2018,9,OO,SkyWest Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",609,65,16.11,1,17.88,0,30.01,7,0,3543,946,23,878,0,1696,"San Jose, CA",San Jose
53582,2018,9,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",3550,285,65.22,12.65,75.56,1.32,130.26,2,0,23501,8316,2049,2338,63,10735,"Salt Lake City, UT",Salt Lake City
53584,2018,9,OO,SkyWest Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",350,17,7.92,0,0.71,0,8.36,2,0,917,432,0,31,0,454,"Sacramento, CA",Sacramento
53585,2018,9,OO,SkyWest Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",359,40,10.21,0.48,11.8,0,17.51,5,0,2167,994,10,341,0,822,"Santa Ana, CA",Santa Ana
53587,2018,9,OO,SkyWest Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",162,24,11.32,0.86,7.38,0.86,3.57,1,0,1109,644,24,185,19,237,"St. Louis, MO",St. Louis
53592,2018,9,OO,SkyWest Airlines Inc.,TPA,"Tampa, FL: Tampa International",44,17,5.06,1.13,2.47,0,8.33,1,0,973,210,121,207,0,435,"Tampa, FL",Tampa
53607,2018,9,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",377,66,16.81,0.1,28.09,0,20.99,0,1,3540,899,3,903,0,1735,"Atlanta, GA",Atlanta
53608,2018,9,UA,United Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",597,96,20.36,7.94,27.28,0,40.42,1,1,5650,1523,493,1009,0,2625,"Austin, TX",Austin
53613,2018,9,UA,United Air Lines Inc.,BNA,"Nashville, TN: Nashville International",338,46,10.54,2.65,16.48,0,16.32,1,0,3041,442,395,709,0,1495,"Nashville, TN",Nashville
53615,2018,9,UA,United Air Lines Inc.,BOS,"Boston, MA: Logan International",1227,309,41.71,10.64,181.8,0,74.85,5,4,20827,2514,1255,10526,0,6532,"Boston, MA",Boston
53620,2018,9,UA,United Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",316,55,13.92,2.76,22.99,0,15.33,0,1,2991,755,163,729,0,1344,"Baltimore, MD",Baltimore
53624,2018,9,UA,United Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",556,85,20.31,7.69,25.31,0,31.69,0,0,7501,1926,1369,876,0,3330,"Cleveland, OH",Cleveland
53625,2018,9,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",77,14,4.99,0,2.55,0,6.46,2,1,800,346,0,90,0,364,"Charlotte, NC",Charlotte
53626,2018,9,UA,United Air Lines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",144,9,2.21,0.3,0.79,0,5.7,1,0,513,115,54,130,0,214,"Columbus, OH",Columbus
53628,2018,9,UA,United Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",87,22,6.03,1.95,6.32,0,7.71,0,0,1645,404,92,267,0,882,"Cincinnati, OH",Cincinnati
53629,2018,9,UA,United Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",378,76,15.7,6.42,30.4,0,23.47,2,3,5572,1294,551,1394,0,2333,"Washington, DC",Washington
53630,2018,9,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",5388,594,177.1,28.36,207.48,0,181.06,12,3,41874,14954,2345,7265,0,17310,"Denver, CO",Denver
53631,2018,9,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",556,128,25.97,3.79,65.43,0,32.81,3,9,11122,1449,265,5810,0,3598,"Dallas/Fort Worth, TX",Dallas/Fort Worth
53634,2018,9,UA,United Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",113,15,4.21,1,3.72,0,6.07,0,0,801,199,140,104,0,358,"Detroit, MI",Detroit
53637,2018,9,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4632,1177,169.78,28.57,773.74,0,204.92,29,9,89362,17610,2335,49164,0,20253,"Newark, NJ",Newark
53640,2018,9,UA,United Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",457,105,18.77,8.58,39.67,0,37.98,0,1,7740,1019,1636,1229,0,3856,"Fort Lauderdale, FL",Fort Lauderdale
53645,2018,9,UA,United Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",429,59,33.53,1.6,17.23,0,6.64,2,0,4266,2529,114,570,0,1053,"Honolulu, HI",Honolulu
53646,2018,9,UA,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",2299,371,93.01,15.25,158.69,0,104.05,9,2,26144,6647,1650,5782,0,12065,"Washington, DC",Washington
53647,2018,9,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",4855,959,170.16,31.95,543.25,0,213.65,10,25,55128,11902,3199,21748,0,18279,"Houston, TX",Houston
53649,2018,9,UA,United Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",164,30,9.32,0.44,8.74,0,11.51,2,0,2012,778,87,324,0,823,"Indianapolis, IN",Indianapolis
53654,2018,9,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1097,168,40.87,8.09,49.13,0,69.91,1,4,8442,1606,570,1943,0,4323,"Las Vegas, NV",Las Vegas
53655,2018,9,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2225,307,98.69,21.98,105.56,0,80.77,3,1,18758,7416,2345,3617,0,5380,"Los Angeles, CA",Los Angeles
53656,2018,9,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",784,204,22.07,9.67,143.6,0,28.65,5,9,13951,1704,835,9116,0,2296,"New York, NY",New York
53659,2018,9,UA,United Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",243,39,10.09,3.22,6.43,0,19.25,2,0,2793,474,288,311,0,1720,"Kansas City, MO",Kansas City
53660,2018,9,UA,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",939,171,40.9,12.42,60.82,0,56.86,0,1,10392,2074,1242,1937,0,5139,"Orlando, FL",Orlando
53665,2018,9,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",230,38,13.83,4.04,13.68,0,6.46,0,0,2154,714,255,682,0,503,"Miami, FL",Miami
53666,2018,9,UA,United Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",24,1,0.18,0,0,0,0.81,0,0,211,39,0,1,0,171,"Milwaukee, WI",Milwaukee
53669,2018,9,UA,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",319,48,15.26,1.03,15.48,0,16.24,1,1,2766,944,57,708,0,1057,"Minneapolis, MN",Minneapolis
53670,2018,9,UA,United Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",448,79,23.14,7.79,17.3,0,30.77,0,0,5407,1601,907,629,0,2270,"New Orleans, LA",New Orleans
53676,2018,9,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7126,1117,198.51,50.22,568.42,0,299.85,40,24,94911,15799,7673,42258,0,29181,"Chicago, IL",Chicago
53679,2018,9,UA,United Air Lines Inc.,PDX,"Portland, OR: Portland International",692,115,42.8,7.43,25.01,0,39.75,0,0,8519,3427,1068,1033,0,2991,"Portland, OR",Portland
53680,2018,9,UA,United Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",356,81,15.74,3.38,38.51,0,23.37,0,0,5140,1155,190,1778,0,2017,"Philadelphia, PA",Philadelphia
53681,2018,9,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",554,80,20.6,9.34,17.84,0,32.22,0,0,6270,1884,766,798,0,2822,"Phoenix, AZ",Phoenix
53682,2018,9,UA,United Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",276,41,7.3,3.03,14.08,0,16.59,2,0,3054,337,160,502,0,2055,"Pittsburgh, PA",Pittsburgh
53685,2018,9,UA,United Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",451,67,21.78,8.87,23.25,0,13.11,22,0,4525,1394,1231,895,0,1005,"Raleigh/Durham, NC",Raleigh/Durham
